episode,steps,reward_0,reward_1,reward_2,collisions_0,collisions_1,collisions_2
0,6,-16.728259216177563,0.08935979613950089,0.06159254951089613,0.0,0.0,0.0
1,6,-0.0557724754836989,-16.903326882967544,0.0557724754836989,0.0,0.0,0.0
2,5,-0.027959154682875242,-20.232709462312396,0.027959154682875242,0.0,0.0,0.0
3,76,-0.041664073341206496,-1.3080129759723758,0.07451301750053099,0.0,0.0,0.0
4,6,-16.725641871172396,0.05897520450572883,0.1452720691791581,0.0,0.0,0.0
5,68,-0.057505315822483284,0.0931764740894585,-1.4642066014984005,0.0,0.0,0.0
6,77,-0.07280541360825583,0.0971464174014814,-1.2761662949441317,0.0,0.0,0.0
7,6,-0.035944448208774085,0.11566451312376015,-16.97328963022643,0.0,0.0,0.0
8,25,-0.052832640583248755,0.06534248677748028,-4.273866743089587,0.0,0.0,0.0
9,12,-0.09408325419491677,0.09415782131936652,-8.447849054081795,0.0,0.0,0.0
10,2,-50.139534458377746,0.17725381173398652,0.13953445837774534,0.0,0.0,0.0
11,29,-0.04382351344716364,-3.5974708766127104,-0.0022187096625769787,0.0,0.0,0.0
12,3,-0.09525733624624111,-0.10229356983129896,-34.14554883402572,0.0,0.0,0.0
13,11,-0.11916195130295003,-9.102478878102575,0.11916195130295003,0.0,0.0,0.0
14,31,-0.1041284748778339,0.1090504770153305,-3.3244399200179635,0.0,0.0,0.0
15,1,-0.0669555465269918,0.0669555465269918,-100.87050130018976,0.0,0.0,0.0
16,2,-0.14898160913180292,-50.67206517991244,0.14898160913180292,0.0,0.0,0.0
17,12,8.299683707350697,-16.764565815045614,0.07555247135232646,1.0,1.0,0.0
18,4,-25.072688046180325,0.07268804618032501,0.01250300693843508,0.0,0.0,0.0
19,10,-0.10509265933109102,-10.058850955723873,0.10509265933109102,0.0,0.0,0.0
20,3,-33.458301558679004,0.05021249810659334,0.14415260802119187,0.0,0.0,0.0
21,40,-0.056572205048744696,0.06195369818126044,-2.4880086538246955,0.0,0.0,0.0
22,4,-0.018993777689509876,0.018993777689509876,-25.616591600561193,0.0,0.0,0.0
23,14,21.407597278048456,-7.153010581120945,-21.407597278048456,3.0,0.0,3.0
24,5,-0.034873250321390895,-20.259349264043713,0.09914176168430021,0.0,0.0,0.0
25,6,-16.792423811645286,-0.09826394047818056,0.12575714497861956,0.0,0.0,0.0
26,2,-50.073706321059326,0.17462471699543744,0.07370632105933285,0.0,0.0,0.0
27,20,-0.10364379084061807,-5.096559560363941,0.05445190123516876,0.0,0.0,0.0
28,32,-0.034337337659274936,-3.0775118068409633,0.034337337659274936,0.0,0.0,0.0
29,23,-4.444287046008097,0.09646095905157495,0.11972752673174833,0.0,0.0,0.0
30,5,-0.08919176295465447,0.08919176295465447,-20.20546334216174,0.0,0.0,0.0
31,6,-0.1431408171475631,-0.6271237380369828,-17.01048802671807,0.0,0.0,0.0
32,3,-0.08045086152241968,-34.164605335113926,0.08045086152241968,0.0,0.0,0.0
33,4,-0.05906794931616498,0.05906794931616498,-25.527807579233045,0.0,0.0,0.0
34,46,-2.2304632076011917,0.12505119058695596,0.05655016412293085,0.0,0.0,0.0
35,14,-7.229477901714221,0.08689174791324995,0.0987987338403842,0.0,0.0,0.0
36,3,-0.08567898246904011,0.13442022807183981,-33.74182427395591,0.0,0.0,0.0
37,6,-0.07194625296336267,0.06462785302603123,-16.94124725167871,0.0,0.0,0.0
38,1,-100.0315363655819,-0.13663344892859938,0.1709061860458761,0.0,0.0,0.0
39,7,-14.31634878937359,0.030634503659303054,0.13054816755469015,0.0,0.0,0.0
40,26,-0.08120352221791667,0.042519553968594956,-3.8284903444550027,0.0,0.0,0.0
41,36,-0.06855528958886577,-2.729158530326812,0.06855528958886577,0.0,0.0,0.0
42,15,-0.040823898280675626,0.040823898280675626,-6.716246047696541,0.0,0.0,0.0
43,43,-2.4160804253155383,0.0726340999091821,0.09433185482488081,0.0,0.0,0.0
44,9,-0.09819694359500422,-11.223772553120519,0.09819694359500422,0.0,0.0,0.0
45,73,1.2926097305231614,0.060397491749430765,-2.6735640711990136,1.0,0.0,1.0
46,7,-14.325763506308457,0.040049220594170716,0.12619074088164173,0.0,0.0,0.0
47,8,-12.520781439587413,0.07486735143521131,0.020781439587412708,0.0,0.0,0.0
48,28,3.5217779501022926,-7.210657398430903,0.10723467176253924,1.0,1.0,0.0
49,6,-0.18746457925524349,0.18746457925524349,-17.310775417674353,0.0,0.0,0.0
50,5,-0.09611515338606627,0.11714745155956865,-20.94057252309005,0.0,0.0,0.0
51,17,-0.041159731524079035,-5.989784087532631,0.12319183291569073,0.0,0.0,0.0
52,12,-0.06995092146763011,0.06995092146763011,-8.44355119853743,0.0,0.0,0.0
53,8,-0.09951023785691501,0.09951023785691501,-12.681835710982105,0.0,0.0,0.0
54,9,-11.220276453438082,0.1122595571076665,0.11443736118881365,0.0,0.0,0.0
55,21,-0.15534061622693598,0.07542346521261686,-4.672911713363724,0.0,0.0,0.0
56,18,-0.06402419832928151,-5.509987479636313,0.03733118041349724,0.0,0.0,0.0
57,12,-8.396270063543032,0.06427718188968153,0.070963665642415,0.0,0.0,0.0
58,6,-16.769931944428837,0.10326527776216764,0.1617049955337511,0.0,0.0,0.0
59,9,-0.048113948637492826,0.048113948637492826,-11.364577807262389,0.0,0.0,0.0
60,6,-0.13301561070538231,-17.135615606050994,-16.770851087843784,0.0,0.0,0.0
61,56,1.741393707990905,-1.74055502913712,-1.8175483296164452,1.0,1.0,0.0
