episode,steps,reward_0,reward_1,collisions_0,collisions_1
0,3,-1.7516842249718974,0.098228285489416464,0.0,0.0
1,26,0.9407109468669741,-1.2797027668341245,5.0,5.0
2,6,-0.16385764667725972,-1.5176897893332815,0.0,0.0
3,27,-0.082446861045488581,-0.15140250439982741,0.0,0.0
4,6,-0.12029114747023391,-1.3627041819778756,0.0,0.0
5,93,-0.055869837073745571,0.0056977234811929388,0.0,0.0
6,7,-0.17936229769734277,-1.6046805756751532,0.0,0.0
7,35,-0.085605079894696484,-0.14352740711992298,0.0,0.0
8,36,-0.10320140893958946,-0.12687322273582102,0.0,0.0
9,27,-0.20833823614423819,-0.39496436336992841,0.0,0.0
10,107,-0.100130658469175,0.063507728404591332,0.0,0.0
11,19,-0.40038827209997996,-0.011260085608349379,0.0,0.0
12,41,-0.24818238051578434,0.061161555421546082,0.0,0.0
13,108,-0.0033061853604702453,-0.021368594423111807,1.0,1.0
14,5,-0.074019193443743359,-2.0617988048935767,0.0,0.0
15,3,-0.17885358952919206,-5.0608333671560679,0.0,0.0
16,24,-0.24947168060359648,0.064860375352850871,0.0,0.0
17,3,-1.837779788725534,0.23186666792133726,0.0,0.0
18,7,-0.82216782721650428,0.1384305475676442,0.0,0.0
19,2,-2.6641706032172192,0.20834674427533534,0.0,0.0
20,15,-0.21023156827707953,-0.65196896049481512,0.0,0.0
21,124,-0.071866098229440137,0.029682089796966314,0.0,0.0
22,6,-0.92636589349257636,0.11782917738455607,0.0,0.0
23,9,-0.64963328810873988,0.13762324245054933,0.0,0.0
24,34,-0.072511110842989834,-0.0509759968440937,1.0,1.0
25,4,-1.3307719602234755,0.10280836282112049,0.0,0.0
26,20,-0.079954905353782607,-0.29746379933481004,0.0,0.0
27,5,-0.0713574499575063,-1.6956489945142252,0.0,0.0
28,30,0.47139682367291486,-0.94276040220131319,4.0,4.0
29,41,-0.05049604421380581,-0.28432056568288377,0.0,0.0
30,31,-0.15733658285439195,-0.14376755230497912,0.0,0.0
31,7,-0.22053107851426515,-0.84203792812758915,0.0,0.0
32,7,-0.80622183732995734,0.40812782328727859,0.0,0.0
33,8,-0.027457927006171449,-1.4624577370440572,0.0,0.0
34,36,-0.22621918438138966,0.12105987647161411,0.0,0.0
35,14,-0.47239582819167486,0.13028769723746533,0.0,0.0
36,36,-0.11705496504737721,-0.076579700557218883,0.0,0.0
37,21,-0.15565477753970644,-0.21189578560189878,0.0,0.0
38,24,-0.15506949902525699,-0.25349104877758377,0.0,0.0
39,12,-0.15067558306541676,-0.4866138811871335,0.0,0.0
40,8,-0.78415349504220289,0.21746291718270558,0.0,0.0
41,19,-0.20169247980530167,-0.1888088525208724,0.0,0.0
42,35,0.10299026059015814,-0.41291487016593642,1.0,1.0
43,22,-0.36992601960606658,0.12714970412159018,0.0,0.0
44,7,0.6977654370379236,-1.651892199453733,2.0,2.0
45,1,-0.089483996147726577,-6.9091408001697028,0.0,0.0
